Timestamp;payload;node;InNodeBatSOC;InNodeBatStatus;fridgeTemp;fridgeHum;InDHTStatus;mainBatSOC;mainBatVoltage;mainBatCurrent;consumed_mAh;chargeCycles;SmartShuntStatus;eBikeState1;eBikeState2;eBikeState3;eBikeState4;OutNodeBatSOC;outNodeBatStatus;outTemp;outHum;OutDHTStatus;illuminance;OutLightStatus;windspeed;OutWindStatus;repNodeBatSOC;repNodeBatStatus
2025-08-10 18:20:43;01000059019e5f03e80088000300 00000000060075;1;95;OK;8.9;41.4;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:20:46;0200011801b0968700086000df5c;2;;;;;;;;;;;;;;;;96;OK;28;43.2;OK;38535;OK;0.8;OK;92;OK
2025-08-10 18:22:40;0100005a01af5f03e80088000300 000000000600c5;1;95;OK;9;43.1;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:22:44;0200011201c9931c00015f005b5d;2;;;;;;;;;;;;;;;;95;OK;27.4;45.7;OK;37660;OK;0.1;OK;93;OK
2025-08-10 18:24:41;0100005b01bf5f03e80088000300 00000000060022;1;95;OK;9.1;44.7;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:24:44;0200011601d3915c00005c00f05c;2;;;;;;;;;;;;;;;;92;OK;27.8;46.7;OK;37212;OK;0;OK;92;OK
2025-08-10 18:26:40;0100005c01d05f03e80088000300 000000000600a2;1;95;OK;9.2;46.4;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:26:43;0200011501ae8f1a000c5f003d5d;2;;;;;;;;;;;;;;;;95;OK;27.7;43;OK;36634;OK;1.2;OK;93;OK
2025-08-10 18:28:43;0100005d01df5f03e80088000300 00000000060042;1;95;OK;9.3;47.9;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:28:46;0200011301ef8c4300056000b05d;2;;;;;;;;;;;;;;;;96;OK;27.5;49.5;OK;35907;OK;0.5;OK;93;OK
2025-08-10 18:30:41;0100005e01ef5f03e80088000300 00000000060072;1;95;OK;9.4;49.5;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:30:44;0200011601de8a2000065f00a35d;2;;;;;;;;;;;;;;;;95;OK;27.8;47.8;OK;35360;OK;0.6;OK;93;OK
2025-08-10 18:32:44;0100005f01fb5e03e80088000300 0000000006008b;1;94;OK;9.5;50.7;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:32:47;0200010f01c387c600015f00555d;2;;;;;;;;;;;;;;;;95;OK;27.1;45.1;OK;34758;OK;0.1;OK;93;OK
2025-08-10 18:34:44;0100006002055d03e80089000300 0000000006005c;1;93;OK;9.6;51.7;OK;100;13.7;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:34:47;0200010e01b9862e00055f00e45d;2;;;;;;;;;;;;;;;;95;OK;27;44.1;OK;34350;OK;0.5;OK;93;OK
2025-08-10 18:36:43;01000061020e5f03e80089000300 000000000600d6;1;95;OK;9.7;52.6;OK;100;13.7;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:36:46;0200011001cb83c900005e00c85b;2;;;;;;;;;;;;;;;;94;OK;27.2;45.9;OK;33737;OK;0;OK;91;OK
2025-08-10 18:38:43;0100006202185d03e80089000300 0000000006001c;1;93;OK;9.8;53.6;OK;100;13.7;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:38:46;0200011301d381c100005d00325d;2;;;;;;;;;;;;;;;;93;OK;27.5;46.7;OK;33217;OK;0;OK;93;OK
2025-08-10 18:40:44;0100006302205f03e80089000300 0000000006004e;1;95;OK;9.9;54.4;OK;100;13.7;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:40:47;0200011101d07ee500005c00515d;2;;;;;;;;;;;;;;;;92;OK;27.3;46.4;OK;32485;OK;0;OK;93;OK
2025-08-10 18:42:44;0100006402295f03e80089000300 00000000060067;1;95;OK;10;55.3;OK;100;13.7;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:42:47;0200011201e9676800005e00075d;2;;;;;;;;;;;;;;;;94;OK;27.4;48.9;OK;26472;OK;0;OK;93;OK
2025-08-10 18:44:43;0100006502325f03e80088000300 000000000600b3;1;95;OK;10.1;56.2;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:44:46;0200011201da33b3000c5e00335d;2;;;;;;;;;;;;;;;;94;OK;27.4;47.4;OK;13235;OK;1.2;OK;93;OK
2025-08-10 18:46:45;01000065023b5f03e80088000300 00000000060057;1;95;OK;10.1;57.1;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:46:48;0200010e01e5251d00005f00275c;2;;;;;;;;;;;;;;;;95;OK;27;48.5;OK;9501;OK;0;OK;92;OK
2025-08-10 18:48:44;0100006602445f03e80088000300 000000000600a3;1;95;OK;10.2;58;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:48:47;0200010801ed211900005f00e65d;2;;;;;;;;;;;;;;;;95;OK;26.4;49.3;OK;8473;OK;0;OK;93;OK
2025-08-10 18:50:44;01000067024e6003e80088000300 00000000060043;1;96;OK;10.3;59;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:50:47;a0a0cf0489c402c77d890eb6ce0a;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025-08-10 18:52:47;0100006802555f03e80089000300 000000000600a6;1;95;OK;10.4;59.7;OK;100;13.7;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:52:50;0200010401ec27f100095e00385c;2;;;;;;;;;;;;;;;;94;OK;26;49.2;OK;10225;OK;0.9;OK;92;OK
2025-08-10 18:54:45;01000069025d5f03e80088000300 00000000060023;1;95;OK;10.5;60.5;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:54:48;0200010101f62a2e00055d00db5c;2;;;;;;;;;;;;;;;;93;OK;25.7;50.2;OK;10798;OK;0.5;OK;92;OK
2025-08-10 18:56:44;0100006a02635f03e80088000300 0000000006005c;1;95;OK;10.6;61.1;OK;100;13.6;0.3;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:56:47;0200010101ff20c100005b00f25b;2;;;;;;;;;;;;;;;;91;OK;25.7;51.1;OK;8385;OK;0;OK;91;OK
2025-08-10 18:58:49;0100006b02695f03e80086000200 000000000600fd;1;95;OK;10.7;61.7;OK;100;13.4;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 18:58:52;020000fc01fb1c4700006000fa5b;2;;;;;;;;;;;;;;;;96;OK;25.2;50.7;OK;7239;OK;0;OK;91;OK
2025-08-10 19:00:47;0100006a02705d03e80085000200 000000000600ed;1;93;OK;10.6;62.4;OK;100;13.3;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:00:51;020000fb020a1bb500005e00405c;2;;;;;;;;;;;;;;;;94;OK;25.1;52.2;OK;7093;OK;0;OK;92;OK
2025-08-10 19:02:48;01000069027e5f03e80085000200 0000000006008b;1;95;OK;10.5;63.8;OK;100;13.3;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:02:51;020000fb01fe1b6600045f007f5d;2;;;;;;;;;;;;;;;;95;OK;25.1;51;OK;7014;OK;0.4;OK;93;OK
2025-08-10 19:04:47;01000068027a5f03e80085000200 00000000060096;1;95;OK;10.4;63.4;OK;100;13.3;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:04:50;020000f802141bfb000c5c00505c;2;;;;;;;;;;;;;;;;92;OK;24.8;53.2;OK;7163;OK;1.2;OK;92;OK
2025-08-10 19:06:47;0100006702635f03e80085000200 00000000060016;1;95;OK;10.3;61.1;OK;100;13.3;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:06:50;020000f801fd213400095f00e95c;2;;;;;;;;;;;;;;;;95;OK;24.8;50.9;OK;8500;OK;0.9;OK;92;OK
2025-08-10 19:08:47;0100006502405f03e80085000200 00000000060058;1;95;OK;10.1;57.6;OK;100;13.3;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:08:50;020000f902142b2500005c005e5c;2;;;;;;;;;;;;;;;;92;OK;24.9;53.2;OK;11045;OK;0;OK;92;OK
2025-08-10 19:10:47;0100006402175f03e80085000200 0000000006001f;1;95;OK;10;53.5;OK;100;13.3;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:10:50;020000fb02102e4400075f00e35d;2;;;;;;;;;;;;;;;;95;OK;25.1;52.8;OK;11844;OK;0.7;OK;93;OK
2025-08-10 19:12:46;0100006201f25f03e80085000200 00000000060056;1;95;OK;9.8;49.8;OK;100;13.3;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:12:50;020000fb0211306000005e00cf5d;2;;;;;;;;;;;;;;;;94;OK;25.1;52.9;OK;12384;OK;0;OK;93;OK
2025-08-10 19:14:47;0100006001d85f03e80085000100 00000000060039;1;95;OK;9.6;47.2;OK;100;13.3;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:14:51;020000fd021f4c5200005e00a15d;2;;;;;;;;;;;;;;;;94;OK;25.3;54.3;OK;19538;OK;0;OK;93;OK
2025-08-10 19:16:49;0100005e01c15f03e80085000100 000000000600c9;1;95;OK;9.4;44.9;OK;100;13.3;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:16:52;020000ff02103ecb00005f00c45c;2;;;;;;;;;;;;;;;;95;OK;25.5;52.8;OK;16075;OK;0;OK;92;OK
2025-08-10 19:18:52;0100005c01af5f03e80085000100 0000000006005a;1;95;OK;9.2;43.1;OK;100;13.3;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:18:55;020000ff01fc46a500006100c05c;2;;;;;;;;;;;;;;;;97;OK;25.5;50.8;OK;18085;OK;0;OK;92;OK
2025-08-10 19:20:48;0100005b019c5e03e80085000100 00000000060063;1;94;OK;9.1;41.2;OK;100;13.3;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:20:51;020000fd01f4467d00086200705c;2;;;;;;;;;;;;;;;;98;OK;25.3;50;OK;18045;OK;0.8;OK;92;OK
2025-08-10 19:22:50;01000059018b5f03e80085000100 00000000060072;1;95;OK;8.9;39.5;OK;100;13.3;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:22:53;020000ff01f643ab00006200575c;2;;;;;;;;;;;;;;;;98;OK;25.5;50.2;OK;17323;OK;0;OK;92;OK
2025-08-10 19:24:49;01000058017d5f03e80084000100 000000000600e4;1;95;OK;8.8;38.1;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:24:52;020001020206414d000061009e5b;2;;;;;;;;;;;;;;;;97;OK;25.8;51.8;OK;16717;OK;0;OK;91;OK
2025-08-10 19:26:52;0100005601705e03e80084000100 0000000006009d;1;94;OK;8.6;36.8;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:26:56;020000fe01f03e8900155e00cb5a;2;;;;;;;;;;;;;;;;94;OK;25.4;49.6;OK;16009;OK;2.1;OK;90;OK
2025-08-10 19:28:53;0100005401655d03e80084000100 000000000600cd;1;93;OK;8.4;35.7;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:28:56;020000fc020b3b9a00046000645c;2;;;;;;;;;;;;;;;;96;OK;25.2;52.3;OK;15258;OK;0.4;OK;92;OK
2025-08-10 19:30:50;01000053015a5f03e80084000100 000000000600d6;1;95;OK;8.3;34.6;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:30:53;020000fe020138a600006100185d;2;;;;;;;;;;;;;;;;97;OK;25.4;51.3;OK;14502;OK;0;OK;93;OK
2025-08-10 19:32:54;0100005201535f03e80084000100 0000000006001d;1;95;OK;8.2;33.9;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:32:57;020000fe020535a6000b5f00965d;2;;;;;;;;;;;;;;;;95;OK;25.4;51.7;OK;13734;OK;1.1;OK;93;OK
2025-08-10 19:34:52;0100005201555f03e80084000100 00000000060036;1;95;OK;8.2;34.1;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:34:56;020000fd020832b800005f00c15c;2;;;;;;;;;;;;;;;;95;OK;25.3;52;OK;12984;OK;0;OK;92;OK
2025-08-10 19:36:54;0100005301585f03e80084000100 000000000600cf;1;95;OK;8.3;34.4;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:36:57;020000f901f92af500056000205d;2;;;;;;;;;;;;;;;;96;OK;24.9;50.5;OK;10997;OK;0.5;OK;93;OK
2025-08-10 19:38:54;0100005301615d03e80084000000 00000000060071;1;93;OK;8.3;35.3;OK;100;13.2;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:38:57;020000f80209160c00055f00f55c;2;;;;;;;;;;;;;;;;95;OK;24.8;52.1;OK;5644;OK;0.5;OK;92;OK
2025-08-10 19:40:55;0100005401705f03e80084000000 000000000600ac;1;95;OK;8.4;36.8;OK;100;13.2;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:40:58;020000f30206169e00015f00b55b;2;;;;;;;;;;;;;;;;95;OK;24.3;51.8;OK;5790;OK;0.1;OK;91;OK
2025-08-10 19:42:54;0100005501805f03e80084000000 000000000600df;1;95;OK;8.5;38.4;OK;100;13.2;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:42:57;020000f10216223100045c00125c;2;;;;;;;;;;;;;;;;92;OK;24.1;53.4;OK;8753;OK;0.4;OK;92;OK
2025-08-10 19:44:52;0100005601915f03e80084000000 000000000600e6;1;95;OK;8.6;40.1;OK;100;13.2;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:44:55;020000f2020626eb00065f00395c;2;;;;;;;;;;;;;;;;95;OK;24.2;51.8;OK;9963;OK;0.6;OK;92;OK
2025-08-10 19:46:53;0100005701a05f03e80084000100 0000000006004b;1;95;OK;8.7;41.6;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:46:56;020000f2021e267b00005c00005c;2;;;;;;;;;;;;;;;;92;OK;24.2;54.2;OK;9851;OK;0;OK;92;OK
2025-08-10 19:48:52;0100005801b05f03e80084000200 000000000600ea;1;95;OK;8.8;43.2;OK;100;13.2;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:48:56;020000f2021a24a700005c00e55d;2;;;;;;;;;;;;;;;;92;OK;24.2;53.8;OK;9383;OK;0;OK;93;OK
2025-08-10 19:50:54;0100005901c15f03e80085000200 000000000600c1;1;95;OK;8.9;44.9;OK;100;13.3;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:50:57;020000f3021f22c600005f00b35a;2;;;;;;;;;;;;;;;;95;OK;24.3;54.3;OK;8902;OK;0;OK;90;OK
2025-08-10 19:52:54;0100005901d05f03e80085000200 00000000060089;1;95;OK;8.9;46.4;OK;100;13.3;0.2;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:52:57;020000f30213206d000b5f005a5b;2;;;;;;;;;;;;;;;;95;OK;24.3;53.1;OK;8301;OK;1.1;OK;91;OK
2025-08-10 19:54:55;0100005a01e05d03e80085000100 00000000060024;1;93;OK;9;48;OK;100;13.3;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:54:59;020000f2020c1e5d00005f00fc5d;2;;;;;;;;;;;;;;;;95;OK;24.2;52.4;OK;7773;OK;0;OK;93;OK
2025-08-10 19:56:55;0100005c01ec5f03e80085000100 000000000600c8;1;95;OK;9.2;49.2;OK;100;13.3;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:56:58;020000f2021d1c8700005c00e25c;2;;;;;;;;;;;;;;;;92;OK;24.2;54.1;OK;7303;OK;0;OK;92;OK
2025-08-10 19:58:55;0100005c01f75e03e80085000100 000000000600d1;1;94;OK;9.2;50.3;OK;100;13.3;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 19:58:58;020000f4021a1aa2000060005a5c;2;;;;;;;;;;;;;;;;96;OK;24.4;53.8;OK;6818;OK;0;OK;92;OK
2025-08-10 20:00:56;0100005e02025f03e80084000100 0000000006000e;1;95;OK;9.4;51.4;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:00:59;020000f4021d190f00085f007f5c;2;;;;;;;;;;;;;;;;95;OK;24.4;54.1;OK;6415;OK;0.8;OK;92;OK
2025-08-10 20:02:57;0100005f020b5f03e80084000100 000000000600c5;1;95;OK;9.5;52.3;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:03:00;020000f4022b175c000060003d5c;2;;;;;;;;;;;;;;;;96;OK;24.4;55.5;OK;5980;OK;0;OK;92;OK
2025-08-10 20:04:54;0100006002165d03e80084000100 00000000060070;1;93;OK;9.6;53.4;OK;100;13.2;0.1;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:04:57;020000f4022a158900005f00d75a;2;;;;;;;;;;;;;;;;95;OK;24.4;55.4;OK;5513;OK;0;OK;90;OK
2025-08-10 20:06:59;0100006002215f03e80084000000 00000000060081;1;95;OK;9.6;54.5;OK;100;13.2;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:07:02;020000f3022113a200005c00595a;2;;;;;;;;;;;;;;;;92;OK;24.3;54.5;OK;5026;OK;0;OK;90;OK
2025-08-10 20:08:58;01000061022c5f03e80084000000 00000000060078;1;95;OK;9.7;55.6;OK;100;13.2;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:09:01;020000f3023411f000006000735c;2;;;;;;;;;;;;;;;;96;OK;24.3;56.4;OK;4592;OK;0;OK;92;OK
2025-08-10 20:10:58;0100006202355f03e80084000000 00000000060025;1;95;OK;9.8;56.5;OK;100;13.2;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:11:01;020000f10223104000005f00275b;2;;;;;;;;;;;;;;;;95;OK;24.1;54.7;OK;4160;OK;0;OK;91;OK
2025-08-10 20:12:56;01000063023e5e03e80084000000 000000000600db;1;94;OK;9.9;57.4;OK;100;13.2;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:12:59;020000ef022c0e9600005f00fb5c;2;;;;;;;;;;;;;;;;95;OK;23.9;55.6;OK;3734;OK;0;OK;92;OK
2025-08-10 20:14:58;0100006402485d03e80083000000 0000000006005b;1;93;OK;10;58.4;OK;100;13.1;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:15:01;020000ef022b0ce300005d00085c;2;;;;;;;;;;;;;;;;93;OK;23.9;55.5;OK;3299;OK;0;OK;92;OK
2025-08-10 20:16:57;0100006502525f03e80083000000 00000000060099;1;95;OK;10.1;59.4;OK;100;13.1;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:17:01;020000eb02460b6c00005f000a5c;2;;;;;;;;;;;;;;;;95;OK;23.5;58.2;OK;2924;OK;0;OK;92;OK
2025-08-10 20:18:59;0100006602595d03e80083000000 0000000006004d;1;93;OK;10.2;60.1;OK;100;13.1;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:19:02;020000e902370a1e00005f006c5d;2;;;;;;;;;;;;;;;;95;OK;23.3;56.7;OK;2590;OK;0;OK;93;OK
2025-08-10 20:21:01;0100006702615f03e80083000000 0000000006001f;1;95;OK;10.3;60.9;OK;100;13.1;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:21:04;020000e8023208ee00006000fc5b;2;;;;;;;;;;;;;;;;96;OK;23.2;56.2;OK;2286;OK;0;OK;91;OK
2025-08-10 20:22:57;01000067026a5f03e80083000000 000000000600e2;1;95;OK;10.3;61.8;OK;100;13.1;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:23:00;020000e5023d07d500005f00005b;2;;;;;;;;;;;;;;;;95;OK;22.9;57.3;OK;2005;OK;0;OK;91;OK
2025-08-10 20:24:58;0100006802705d03e80083000000 000000000600a3;1;93;OK;10.4;62.4;OK;100;13.1;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:25:01;020000e3023d06ef00005f00fd5c;2;;;;;;;;;;;;;;;;95;OK;22.7;57.3;OK;1775;OK;0;OK;92;OK
2025-08-10 20:26:57;01000067027b5f03e80083000000 000000000600aa;1;95;OK;10.3;63.5;OK;100;13.1;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:27:00;020000df024305bd00005f00365b;2;;;;;;;;;;;;;;;;95;OK;22.3;57.9;OK;1469;OK;0;OK;91;OK
2025-08-10 20:29:02;0100006602835f03e80083000000 000000000600bd;1;95;OK;10.2;64.3;OK;100;13.1;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:29:05;020000dc025d049100006100585c;2;;;;;;;;;;;;;;;;97;OK;22;60.5;OK;1169;OK;0;OK;92;OK
2025-08-10 20:30:59;0100006502755f03e80082000000 00000000060075;1;95;OK;10.1;62.9;OK;100;13;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
2025-08-10 20:31:02;020000d90258040900085f00ca5d;2;;;;;;;;;;;;;;;;95;OK;21.7;60;OK;1033;OK;0.8;OK;93;OK
2025-08-10 20:32:59;0100006302565f03e80082000000 00000000060087;1;95;OK;9.9;59.8;OK;100;13;0;0;0;OK;Discharging;Charging;Not Docked;Not Docked;;;;;;;;;;;
